Name,Year,hkls_name,hkls_link,price_name,price_link,wastons_name,wastons_link,masterofmalt_id,masterofmalt_url
Dalmore,12,The Dalmore 12 Years Single Malt Whisky,https://www.hkliquorstore.com/index.php/the-dalmore-12-years-single-malt-whisky.html,The Dalmore 12 Years Old Highland Single Malt Scotch Whisky,https://www.price.com.hk/product.php?p=222569,,,1947,https://www.masterofmalt.com/whiskies/dalmore/dalmore-12-year-old-whisky/?srh=1
Talisker,18,Talisker 18 Years Single Malt Whisky,https://www.hkliquorstore.com/index.php/talisker-18-years-single-malt-whisky.html,Talisker 18 Year Old,https://www.price.com.hk/product.php?p=275967,Talisker 18 Year Old Single Malt Whisky,https://www.watsonswine.com/en/wine/talisker-18-year-old-single-malt-whisky/p/BP_488572,2810,https://www.masterofmalt.com/whiskies/talisker/talisker-18-year-old-whisky/?srh=1
Benromach,10,Benromach 10 Years Single Malt Whisky,https://www.hkliquorstore.com/index.php/benromach-10-years-single-malt-whisky.html,Benromach Aged 10 Years,https://www.price.com.hk/product.php?p=366360,,,101625,https://www.masterofmalt.com/whiskies/benromach/benromach-10-year-old-whisky/?srh=1
Blair Athol,12,,,,,,,1850,https://www.masterofmalt.com/whiskies/blair-athol-12-year-old-whisky/?srh=1
Tomatin,14,,,Tomatin Tomatin 14 Year Old Tawny Port Finish,https://www.price.com.hk/product.php?p=423705,,,34797,https://www.masterofmalt.com/whiskies/tomatin/tomatin-14-year-old-port-wood-finish-whisky/?srh=1
Tomintoul,16,,,,,,,2627,https://www.masterofmalt.com/whiskies/tomintoul/tomintoul-16-year-old-whisky/?srh=1
Glen Garioch,15,Glen Garioch 15 Years The Renaissance Single Malt Whisky,https://www.hkliquorstore.com/index.php/glen-garioch-15-years-the-renaissance-single-malt-whisky.html,,,,,2001,https://www.masterofmalt.com/whiskies/glen-garioch-15-year-old-whisky/?srh=1
Lagavulin,8,Lagavulin 8 Years 200th Anniversary Single Malt Whisky,https://www.hkliquorstore.com/index.php/lagavulin-8-years-200th-anniversary-single-malt-whisky.html,Lagavulin Aged 8 Years,https://www.price.com.hk/product.php?p=366345,,,71920,https://www.masterofmalt.com/whiskies/lagavulin/lagavulin-8-year-old-whisky/?srh=1
Pulteney,12,Old Pulteney 12 Years Single Malt Whisky,https://www.hkliquorstore.com/index.php/old-pulteney-12-years-single-malt-whisky.html,Old Pulteney 12 YEAR OLD Highland Single Malt Scotch Whisky,https://www.price.com.hk/product.php?p=423700,,,79678,https://www.masterofmalt.com/whiskies/pulteney/old-pulteney-12-year-old-whisky/?srh=1
Ballechin,10,,,,,,,35720,https://www.masterofmalt.com/whiskies/edradour/edradour-ballechin-10-year-old-whisky/?srh=1
Arran,14,,,Arran 14 Year Old Island Single Malt Scotch Whisky,https://www.price.com.hk/product.php?p=423703,,,5937,https://www.masterofmalt.com/whiskies/arran/arran-14-year-old-whisky/?srh=1
Glenmorangie,14,Glenmorangie The Quinta Ruban 14 Years Single Malt Whisky,https://www.hkliquorstore.com/index.php/glenmorangie-the-quinta-ruban-14-years-single-malt-whisky.html,Glenmorangie The Quinta Ruban 14 Years Old,https://www.price.com.hk/product.php?p=449946,,,89849,https://www.masterofmalt.com/whiskies/glenmorangie/glenmorangie-the-quinta-ruban-14-year-old-whisky/?srh=1
Tomatin,18,,,Tomatin 18 Year Old Oloroso Sherry Finish,https://www.price.com.hk/product.php?p=423706,,,71131,https://www.masterofmalt.com/whiskies/tomatin/tomatin-18-year-old-old-bottling-whiskies/?srh=1
Craigellachie,13,Craigellachie 13 Years Single Malt Whisky,https://www.hkliquorstore.com/index.php/craigellachie-13-years-single-malt-whisky.html,Craigellachie Craigellachie 13 Years Old Speyside Single Malt Whisky 70cl,https://www.price.com.hk/product.php?p=219399,,,36995,https://www.masterofmalt.com/whiskies/craigellachie/craigellachie-13-year-old-whisky/?srh=1
Port Charlotte,10,Bruichladdich 10 Years Port Charlotte Heavily Peated Islay Single Malt,https://www.hkliquorstore.com/index.php/bruichladdich-10-years-port-charlotte-heavily-peated-islay-single-malt.html,Bruichladdich Port Charlotte 10 Year Old Heavily Peated,https://www.price.com.hk/product.php?p=499500,Bruichladdich Port Charlotte 10 Year Old Single malt Scotch Whisky,https://www.watsonswine.com/en/wine/bruichladdich-port-charlotte-10-year-old-single-malt-scotch-whisky/p/BP_411750,77699,https://www.masterofmalt.com/whiskies/bruichladdich/port-charlotte-10-year-old-whisky/?srh=1
Glenlivet,21,The Glenlivet 21 Years Archive Single Malt Whisky,https://www.hkliquorstore.com/index.php/the-glenlivet-21-years-archive-single-malt-whisky.html,The Glenlivet Archive 21 Years Old Single Malt Scotch Whisky,https://www.price.com.hk/product.php?p=219415,,,2533,https://www.masterofmalt.com/whiskies/the-glenlivet-archive-21-year-old-whisky/?srh=1
Caol Ila,25,Caol Ila 25 Years Single Malt Whisky,https://www.hkliquorstore.com/index.php/caol-ila-25-years-single-malt-whisky.html,Caol Ila Aged 25 Years,https://www.price.com.hk/product.php?p=366333,,,6254,https://www.masterofmalt.com/whiskies/caol-ila/caol-ila-25-year-old-43-percent-whisky/?srh=1
Cardhu,15,,,,,,,21472,https://www.masterofmalt.com/whiskies/cardhu/cardhu-15-year-old-whisky/?srh=1
Jura,10,Isle of Jura Origin 10 Years Single Malt Whisky,https://www.hkliquorstore.com/index.php/isle-of-jura-origin-10-years-single-malt-whisky.html,,,,,75309,https://www.masterofmalt.com/whiskies/isle-of-jura/isle-of-jura-10-year-old-whisky/?srh=1
Macallan,18,The Macallan 18 Years Sherry Oak Single Malt Whisky,https://www.hkliquorstore.com/index.php/the-macallan-18-years-sherry-oak-single-malt-whisky.html,The Macallan Sherry Oak 18 Years Old Single Malt Scotch Whisky,https://www.price.com.hk/product.php?p=213428,,,59662,https://www.masterofmalt.com/whiskies/the-macallan/the-macallan-18-year-old-fine-oak-whisky/?srh=1
Redbreast,15,,,,,,,11884,https://www.masterofmalt.com/whiskies/redbreast/redbreast-15-year-old-whiskey/?srh=1
Glengoyne,18,,,Glengoyne 18 Year Old 70cl,https://www.price.com.hk/product.php?p=409743,,,19608,https://www.masterofmalt.com/whiskies/glengoyne/glengoyne-18-year-old-whisky/?srh=1
Glengoyne,10,,,Glengoyne 10 Years Old Highland Single Malt Scotch Whisky,https://www.price.com.hk/product.php?p=224103,,,2094,https://www.masterofmalt.com/whiskies/glengoyne-10-year-old-whisky/?srh=1
Ardbeg,5,Ardbeg Wee Beastie 5 Years Single Malt Whisky,https://www.hkliquorstore.com/index.php/ardbeg-wee-beastie-5-years-single-malt-whisky.html,Ardbeg Wee Beastie 5 Years Single Malt Whisky,https://www.price.com.hk/product.php?p=485478,Ardbeg Wee Beastie 5 Year Old Single Malt Whisky,https://www.watsonswine.com/en/wine/ardbeg-wee-beastie-5-year-old-single-malt-whisky/p/BP_421896,104467,https://www.masterofmalt.com/whiskies/ardbeg/ardbeg-wee-beastie-5-year-old-whisky/?srh=1
Glenallachie,12,The GlenAllachie 12 Years Speyside Single Malt Whisky,https://www.hkliquorstore.com/index.php/the-glenallachie-12-years-speyside-single-malt-whisky.html,,,,,75578,https://www.masterofmalt.com/whiskies/glenallachie/glenallachie-12-year-old-whisky/?srh=1
Chivas Regal,18,Chivas Regal 18 Years,https://www.hkliquorstore.com/index.php/chivas-regal-18-years.html,Chivas Regal 18 Years Old Gold Signature Blended Scotch Whisky,https://www.price.com.hk/product.php?p=213422,Chivas Regal 18 Years Scotch Whisky,https://www.watsonswine.com/en/wine/chivas-regal-18-years-scotch-whisky/p/BP_174300,1925,https://www.masterofmalt.com/whiskies/chivas-regal-18-year-old-whisky/?srh=1
Bruichladdich,the classic laddie,Bruichladdich Scottish Barley The Classic Laddie,https://www.hkliquorstore.com/index.php/bruichladdich-scottish-barley-the-classic-laddie.html,Bruichladdich The Classic Laddie Scottish Barley,https://www.price.com.hk/product.php?p=222566,Bruichladdich Classic Laddie Scottish Barley,https://www.watsonswine.com/en/wine/bruichladdich-classic-laddie-scottish-barley/p/BP_460462,75578,https://www.masterofmalt.com/whiskies/glenallachie/glenallachie-12-year-old-whisky/
Glen Moray,15,,,,,,,62173,https://www.masterofmalt.com/whiskies/glen-moray/glen-moray-15-year-old-elgin-heritage-whisky/?srh=1
Aberfeldy,16,Aberfeldy 16 Years Single Malt Whisky,https://www.hkliquorstore.com/index.php/aberfeldy-16-years-single-malt-whisky.html,Aberfeldy 16 Years Highland Single Malt Whisky 70cl,https://www.price.com.hk/product.php?p=250990,,,45577,https://www.masterofmalt.com/whiskies/aberfeldy/aberfeldy-16-year-old-whisky/?srh=1
Glenallachie,10,The GlenAllachie 10 Years Cask Strength Batch 4 Speyside Single Malt Whisky,https://www.hkliquorstore.com/index.php/the-glenallachie-10-years-cask-strength-batch-4-speyside-single-malt-whisky.html,,,,,,
